Word,Language,Example
préétablie,FRA,"Le sujet n'a pas fini de secouer notre petit landerneau et il est bon que certains, chercheurs, penseurs, moralistes, sociologues ou psychologues se penchent avec un scalpel incisif sur ces moeurs nouvelles qui ont jailli sans crier gare et sans qu'aucune éthique préétablie ne soit encore définie."
préétablie,FRA,Elles sont brèves et le programme est préétablie entre le thérapeute cognitivo-comportementaliste et le patient.
préétablie,FRA,"Puis, le sujet imagine les situations angoissantes selon une progression préétablie et apprend en même temps à se relaxer (désensibilisation)."
préétablie,FRA,"Oui, sur un sujet qui reflète la réalité dans tous ses contrastes, qui ne soit pas là pour étayer une thèse préétablie."
préétablis,FRA,"Philippe Brenot : Oui, cette souffrance est intergénérationnelle, d'autant plus qu'elle s'inscrit dans la lignée d'une famille traditionnelle aux liens forts et préétablis."
préétablis,FRA,"blogvie.com	2011/04/15	3	0	Par ailleurs, si le résultat obtenu est conforme aux calculs préétablis, on le transforme en loi scientifique qui n’est pas celle de la nature, mais celle de l’esprit humain, un phénomène crée dans le rapport entre la théorie (les mathématiques) et la technologie (l’expérimentation)."
préétablis,FRA,"Plaute s'attache également à détourner les codes préétablis du genre, c'est particulièrement net avec la scène de seruus currens, l'esclave qui court (Acte III, scène 4 - il convient de préciser qu'à l'époque de la rédaction de la pièce, le découpage en actes n'existait pas, il s'agit d'un ajout plus tardif)."
préétablis,FRA,"Comme tout idéologue, il déforme la réalité pour la conformer des modèles préétablis qu’il a trouvé dans des livres."
préétablis,FRA,"sortir les individus des destins préétablis Clémentine #Autain sur Europe 1, débat sur les"
prêchez,FRA,Vous prêchez l'union sacrée derrière cette équipe...
prêchez,FRA,Vous prêchez l'union sacrée derrière cette équipe ?
prêchez,FRA,"perfides esprit prompts à la rodomontade, vous prêchez un convaincu...rien ne m'horripile plus que l'exégèse de la série US, qui est l'érudition des ignares.cela me consterne tout autant que les références de beaucoup se limitassent d'elles-même au modèle ""cinéma"" ou ""tv""pour ne pas dire ""jeux vidéo""; c'est peut être un ersatz de mon age(sale jeune!), de mon inadaptation et de ma ringardise, mais constater cela, me donne des envies d'autodafé, de purges staliniennes et de stages polpotesques(je n'ai jamais été un grand pédagogue...)"
prêchez,FRA,Vous prêchez par l’exemple?
prêchez,FRA,je vois que je suis pas encore complètement rouillé en lancer de troll :)Sinon vous prêchez un converti pour les bases
prêteraient,FRA,"Symbolique, ""solennel"" pour l'UMP, la proposition vise à instaurer un serment d'""allégeance aux armes de la France"" que prêteraient les Français à l'occasion de la journée d'appel à la défense ou lors des cérémonies de naturalisation, précise le parti."
prêteraient,FRA,"Selon cette piste qui devait être soumise aux chefs d'Etat et de gouvernement de l'Union européenne réunis à partir de jeudi soir à Bruxelles, les banques centrales nationales des dix-sept Etats de la zone euro feraient des prêts bilatéraux pour un montant global de 150 milliards d'euros au FMI tandis que les dix autres pays de l'UE prêteraient 50 milliards supplémentaires."
prêteraient,FRA,"Certains observateurs lui prêteraient en effet des ambitions sur l'agglomération toulousaine, plus précisément à l'Union, où est située l'une des dernières cliniques indépendantes..."
prêteraient,FRA,"Yeats, grand dramaturge, vieux barde dublinois, figure légendaire et incontournable de l’Irlande littéraire n’a jamais été considéré, il est vrai, comme le poète le plus musical de son temps – je pense que les rythmes cintrées de son aîné, Gerard Manley Hopkins (1844-1889), se prêteraient plus aisément au chant et à la mélodie."
prîmes,FRA,Nous prîmes ses deux petits et le guêpier vint vers nous et se mit à agiter et étendre ses ailes.
prîmes,FRA,Et nous prîmes la direction opposée pour nous rendre au lieu où on devait jouer.
prîmes,FRA,"Nous prîmes place à bord de façon à ce que chacun qui se trouvait à une extrémité du bateau faisait face à l'une des deux personnes assises au milieu, dos à dos."
prîmes,FRA,"Akio, Sissi et moi prîmes alors à ce moment là une figure désolée, Kaede comprit alors qu’il s’était passé quelque chose… Puis, sa question :"
prîmes,FRA,"Aussi, nous prîmes l’initiative de publier un bulletin quotidien sur le conflit."
prît,FRA,On appela le maître de musique Kiuan afin qu’il prît place au côté de maître K’ouang.
prît,FRA,"Comme vous le verrez dans les articles subséquemment présentés, Berthelot constata et prouva que l’on pouvait obtenir du pétrole à partir d’élements non organiques, mais ne prît pas position quant à l’origine du pétrole."
prît,FRA,"Musil le disait si bien, « Il suffirait qu’on prît vraiment au sérieux l’une quelconque des idées qui influencent notre vie, de telle sorte qu’il ne subsiste absolument rien de son contraire, pour que notre civilisation ne fût plus notre civilisation »."
prît,FRA,"Mais votre inconscient vous prévint et vous alerta, vous le comprîtes car n’étant point un goujat, vous accepteriez mal que l’on vous prît pour tel."
prît,FRA,"Pendant la traversée, Mohamed fût aborder par un drôle de bonhomme, au visage débonnaire mais taillé à la hache, très maigre et à la fois très robuste, qui parlait avec un drôle d'accent qu'il ne connaissait pas; il ne pût s'empêcher de le trouver sympathique et attirant; de conversations en confidence, ils devinrent amis; c'est ainsi que peu avant d'accoster à Marseille, Attilio (car, comme vous l'aurez deviné, il s'agissait bien de lui), prît le jeune berger par les épaules et lui dit : ""Tu me plais beaucoup; et si je devais choisir mon gendre, ce serait toi; j'ai une fille de cinq ans; on ne sait jamais de quoi demain est fait ... voici mon adresse à Vénissieux, si, d'aventures, cela ne marche pas pour toi à Paris, tu trouveras le gîte et le couvert chez moi; et, si d'aventures, le courant passe entre ma fille et toi ... quand elle sera bonne à marier ... """
prônera,FRA,"Il sera ensuite intéressant de voir quel jeu prônera le «fils du rigoriste Sacchi», qui n'a pas soulevé l'enthousiasme à Chelsea, alors que «Leo» s'est réfugié derrière l'argument du jeu pour se débarrasser de Kombouaré..."
psalmodiant,FRA,On aurait dit un oracle psalmodiant des incantations.
psalmodiant,FRA,"Elle me serre la main en psalmodiant mon prénom et qu’elle m’aime et que je dois tenir bon…moi aussi je t’aime je la rassure…mais ça s’incinère petit à petit, oui, dans mes veines et dans mes organes ça se déploie…c’est humide, brumeux et froid, le fleuve chavirant les morts…je fatigue…je me noie…le courant est trop fort…j’suis épuisé…je bois la tasse…j’en ai marre de nager…marre…je coule…pardonne-moi fiston."
psalmodiant,FRA,"Quand nous sommes sorties du rendez-vous, en bas de cet immeuble cossu du centre, il y avait une fillette rom du même âge que ma fille qui tendait la main en psalmodiant des trucs incompréhensible d’une voix monotone."
psychanalyses,FRA,"Même si le passage en compagnie du yakuza ne m’a pas vraiment convaincu, les psychanalyses effectuées par Nakashi sont toujours aussi intéressantes car elles permettent de découvrir les traumatismes enfouis de ces personnes à travers l’apparence et le comportement de leur Homunculus."
psychanalyses,FRA,le papier de fischetti et notamment ses positions sur la psychanalyses sont bien plus nuancees..
psychosociologue,FRA,"Ulrich Beck, le sociologue allemand mondialement connu pour sa théorie de la Société du risque, expliquait : « C’est le mythe du progrès et de la sécurité qui est en train de s’effondrer » ; selon le psychosociologue Harald Walzer, c’est « l’ère de la consommation et du confort qui va s’achever »."
psychosociologue,FRA,"Il a déjà pas mal roulé sa bosse, ce rejeton de l’ex premier ministre et de la productrice de télévision Françoise Castro (psychosociologue de formation : vous savez, ceux qui apprennent aux autres comment élever leurs enfants…)."
psychosociologue,FRA,J'ai un ami psychosociologue proche du domaine.
puanteurs,FRA,Qui bombinent autour des puanteurs cruelles
pubère,FRA,"rares éclats d'une noirceur absolue, presque trop hardcores pour un tel produit grand public (tout ce qui concerne le rapport entre Magneto et son mentor-bourreau), et une inconséquence d'adolescent pré-post pubère (les scènes un peu con-con mais amusantes avec les jeunes mutants)."
pubère,FRA,"La grosse dame fesses pommelées body à pois à quatre patte offerte puis assise, elle serre le cou de sa poupée, lisse sa robe entrouvertes, il voit tout cela par le trou de la serrure, doit- il rester tenter d’en voir plus, ouvrir la porte, un homme a posé sa montre sa chevalière il sourit, un sourire conquérant de celui qui possède et qui sait, qu’il obtiendra ce qu’il veut, qu’on ne lui résistera pas, il a payé assez cher, la fille se retourne : elle a une tête d’enfant, il a payé mais il n’a jamais imaginé se retrouver avec une petite fille à peine pubère, c’est impossible."
pubère,FRA,"A peine pubère, elle tombe éperdument amoureuse du voisin qui arrive à les sortir de leur ""prison"". ."
pubère,FRA,"L’imam n’a pas de fonction cléricale spécifique, il peut parallèlement être étudiant, ingénieur, médecin ou d’une autre profession à partir du moment où il est musulman, pubère, de bonne réputation sur le plan moral et bien sûr compétent."
pubère,FRA,"L'adolescente exprime aussi ses interrogations, ses émotions de jeune fille pubère."
pubère,FRA,"Billy sursautant se retourna et dit de sa voie bourru (mais toujours divine, dieu a pas forcement la voix d’un castrat pré pubère écoutant Justin Bieber)"
pubère,FRA,"J'ai de la barbe que là, et je vis mal ma pilosité pré pubère."
pubère,FRA,j'ai un peur d'écraser un cosplayer pré pubère
pubère,FRA,t'es nulle de RT tout le monde va me prendre pour ado pré pubère xD
pubère,FRA,La naissance d'un sauveur d'une enfant d'environ 9 ans non encore pubère
pucelage,FRA,"Sans mentir, si votre pucelage Se rapporte à votre parfumage (pas très fort en rime le La Fontaine), Vous êtes le Siffredi de nos pâturages. "" (et visionnaire en plus !)"
pucelage,FRA,"Pétain : ""Le pucelage est le plus riche../.."
pucelage,FRA,"j'avais lu ""pucelage"" également..."
puez,FRA,Vous puez la merde.
pugilistes,FRA,"ces pancratiastes c’est vous, accordez-vous ce plaisir, les pugilistes bord à bord cousus, que vous chaut puisqu’aussi bien c’est un poème."
puisatier,FRA,Je me souviens que La Fille du puisatier est une commande faite à Pagnol en 1939 pour l'intégration des immigrés italiens.
puisatier,FRA,« La toute première scène que j'ai jouée lorsque j'ai commencé ma formation d'art dramatique c'était une scène de La Fille du puisatier.
puisatier,FRA,"Comme Edna O'Brien et Jennifer Johnston, qui furent des pionnières en ce domaine, comme ses contemporains Colum McCann, Robert McLiam Wilson ou Sebastian Barry, Dermot Bolger peint une Irlande aux antipodes des clichés baba ­cool des années 1970 comme de ceux que chérissait John Ford dans L'Homme tranquille: les prêtres n'y sont pas de doux rêveurs collectionnant des photos de boxeurs et conspirant à la réussite de mariages compromis, et les paysans, quand ils quittent le pub où la Guinness coule à flots, n'ont rien à envier, en termes de violence familiale, aux personnages de l'Angèle de Pagnol, ou de sa Fille du puisatier."
puisatier,FRA,"C'est un film que j'adore et qui présente des points communs avec La Fille du puisatier : son amour des vraies gens, des gens sincères et authentiques."
puisatier,FRA,"« Deux jours après la fin du tournage de La Fille du puisatier, je suis partie à l'autre bout du monde tourner Pirates des Caraïbes."
puisatier,FRA,Il est le bébé de la fille du puisatier et il est tellement bon acteur qu’il ressemble à Nicolas Duvauchelle qui joue son père dans le film.”
puisatier,FRA,"Ce qui m’amène a vous parler des deux films que je suis allée voir hier : La fille du puisatier, Et soudain tout le monde me manque."
puisatier,FRA,"est allé voir ""La fille du puisatier"" au ciné."
puisatier,FRA,RT : 1er Jour IDF - La fille du puisatier - 12 995 entrées (89 copies)
puisatier,FRA,On n'est pas puisatier bon sang !!!
puisatier,FRA,la fille du puisatier?
puiseront,FRA,"Mais Armand-Cesari et ses « Bleus » y puiseront une raison supplémentaire de se transcender, ce soir, afin d'aller chercher un quatrième succès consécutif et continuer à rêver à une fin de saison fantastique."
puiseront,FRA,"Les artistes puiseront dans cette abondante production ce qu'elles présenteront, en septembre 2013, à l'espace Le Carré."
puiseront,FRA,Les hommes de Daniel Sanchez y puiseront peut-être l'inspiration après leur défaite à Caen (1-0).
puiseront,FRA,"Il reposera sur de puissants terminaux locaux qui puiseront dans les ressources du cloud et exploreront tous les capteurs du mobile - du son, de la photo, de la géolocalisation, etc. Le modèle du bureau, inauguré par Microsoft, est fini, tout comme le modèle du cloud exploré par un moteur de recherche, à la Google."
pullulaient,FRA,Dans nos îles et sur les bords de plages les lapins de garenne pullulaient ... avant Xynthia.
pullulaient,FRA,"Accompagné de saint Caprais et de quelques autres compagnons, il arrive sur l’île qui porte aujourd’hui son nom, déjà ruinée du temps de Pline, et où l'on ne voyait plus, au commencement du Ve siècle, qu'une plage déserte et rendu inabordable par la quantité des serpents qui y pullulaient."
pullulaient,FRA,"Sachaa Jutha (le vrai et le faux-1970) est un amusant spécimen de cinéma bis clairement inspiré des films d’espionnage européens de série Z qui pullulaient dans les cinémas de quartier des années 60 (Coplan, Commissaire X ou OSS 117) : Tous les ingrédients y sont, des jingles style James Bond au duel final, de la jolie pépée sophistiquée (Mumtaz) aux décors (la cachette « futuriste » du voleur qui rappelle celle de Fantomas).à la potion magique permettant de « statufier » les invités pour leur voler tranquillement leurs bijoux."
pullulaient,FRA,"L’histoire délirante, très inspirée de Frankenstein, qui nous est racontée sur 7 volumes est peut être ce qu’il s’est fait de mieux en “fumetti neri”, ces petites BD italiennes qui pullulaient dans les années 70-80."
pulsé,FRA,"Et, pour les surgelés, le « truc » c'est de descendre en quinze minutes à -40 °C avec un système d'air pulsé froid, ce qui empêche la formation de cristaux d'eau dans le produit."
pulsé,FRA,"Yes, ça a pulsé."
pulvérisez,FRA,De pulvérisez du gin et de servir immédiatement au bout d'une pique.
punissez,FRA,Mais punissez les bordel !
purulent,FRA,Ça… ce monceau de douleurs d’enfant qui reste aussi purulent et suintant que s’il était récent.
purulent,FRA,L'un deux a fini par m'attraper pour transformer mes poumons en terrain d'infection purulent.
purulent,FRA,"Comme un furoncle purulent au milieu d’un visage, une fosse à merde en plein cœur d’un jardin japonais."
purulent,FRA,ou de pouvoir publiquement assimiler notre président à un amas purulent sans voir frapper à ma porte des messieurs zarbis...
purulentes,FRA,"Au fil au fil, on découvre avec stupéfaction leurs tares cachés, leurs excroissances purulentes, leur âme cafardisée, leurs actions où dansoient des millions d’asticots à l’instar de celle de Dominique Strauss-Khan, grand argentier Sarkozyste accusé de tentative de viol sur négresse aux USA, puis arrêté !"
purulentes,FRA,J'aurais parlé de verrues purulentes si c'était de toi dont je parlais
pusse,FRA,Non que je ne pusse comprendre les dispositions et la peine de Claude Mauriac.
pusse,FRA,"On y lit au chapitre second : « De Clermont partit ledit duc Loys, s’en vint à son duché de Bourbonnois à Souvigny, où il arriva deux jours avant Noël, l’an de grâce 1363 ; et là vindrent par devers luis ses chevaliers et écuyers, et le quart jour des fêtes, dit aux chevaliers, le duc en riant : Je ne vous veux point mercier des biens que vous m’avez faicts, car si maintenant je vous en merciois, vous vous en voudriez aller, et ce me seroit une des grandes déplaisances que je pusse avoir… ; et je vous prie à tous que vous veuillez estre en compagnie le jour de l’an en ma ville de Molins, et là je vous veux étrenner de mon cœur et de ma bonne volonté que je veux avoir avec vous. »"
pusse,FRA,Tout ça était trop dingue pour que je pusse le supporter à jeun.
pusse,FRA,au moment je vs ecrit à Tembo aucun bureau de vote n’est ouvert et en colère de peur qu’elle ne pusse pas voter.
putassière,FRA,"Une femme licencieuse et putassière qui n'aura pas hésité à enfermer de manière cadencée son jeune fils dans l'étroitesse d'un placard dénué de lumière ou de lui bruler l'estomac en guise de punition, voir de soumission masochiste avec la braise d'une cigarette allumée."
putassière,FRA,"Une nuit, après une soirée de beuverie putassière, il décide avec l'aide de ses chiens de chasse de se lancer à la poursuite d'une paysanne en fuite qu'il avait retenu prisonnière dans son château."
putassière,FRA,"- Comment vouliez-vous transmettre aux jeunes – indigènes et exogènes confondus – l’orgueil d’être français, si désormais Marianne ne parvenait plus à se définir elle-même autrement que comme une sorte d’/amoureuse/ – a.k.a, l’amoureuse putassière collabo-tondue de tout ce qui ne lui ressemblait pas ?"
putassière,FRA,"Que dire d'un personnage aussi cynique, nihiliste, insalubre, abjecte, vomitif mais totalement libre de son existence et ses fantasmes destructeurs voués à la débauche, la défonce, l'auto-mutilation, l'exhibition, la violence gratuite et la provocation putassière."
putassière,FRA,"Tandis qu'une des deux séquences chocs survenue en intermittence est à ranger dans les anthologies de l'horreur la plus répulsive, sans s'allouer une seconde à la facilité d'une complaisance putassière."
putassière,FRA,De la musique putassière si tu préfères !
putter,FRA,"«C'était probablement l'une des pires prestations de ma carrière avec le putter», a-t-il déclaré."
putter,FRA,"l'ecart des pieds est pas mal, tu es loin du putter, epaule plus en avant...isn't it sly ?"
puérils,FRA,"«Il me semble, martèle Yves Exbrayat, que plus notre monde fait le yo-yo au rythme des graphes du CAC 40, plus ces héros puérils qui jouent pour une rondelle de citron ont de l’importance.»"
puérils,FRA,"Inutile donc de guetter une petite phrase au détour d'un événement périphérique - « Vous êtes puérils, les journalistes ! », accuse l'UMP Christian Decocq -, inutile de programmer le magnétoscope sur toutes les émissions politiques du PAF..."
puérils,FRA,"Mais traité dès le départ avec condescendance par l’animateur, tourné en dérision par l’abus de jeux puérils sur son nom, recevant les leçons paternalistes de Michel Onfray, comment aurait-il pu en être autrement ?"
puérils,FRA,"Ces remontrances gratuites et puérils viennent du fait qu'après le viol subi, Melinda, transi de terreur, se décidera à décrocher le téléphone pour appeler un service de police avant de se rétracter dans les secondes suivantes."
puérils,FRA,"Ces quelques scénettes gores attrayantes et cracras, son monstre viscéral indéfinissable digne d'un Cronenberg alcoolisé, ses dialogues puérils impensables, ses situations extra-ordinaires (le gars réfugié dans une grotte qui tape à la machine à écrire pour ensuite systématiquement brûler à la bougie son texte qui ne veut rien dire) et son humour involontaire neuneu divertiront néanmoins le spectateur peu exigeant, curieux ou avide de nullité nanardesque futilement sympathique."
puérils,FRA,Où seul le moment présent compte et où les divertissements les plus ludiques et puérils savent faire preuve d'un irrésistible pouvoir d'évasion et de rêverie dans l'esprit fantasque d'un enfant.
puérils,FRA,"Je ne sais pas ce que je t'ai fait mais au vue de tes propos puérils tenus dernièrement, je te laisse trouver maturité #q+"
puérils,FRA,Encore un délire Twitter à la Chuck Norris sur les francs-maçons qui seraient omniscients.Y'en a marre de ce genre de jeux puérils
pyramidales,FRA,"Ces arnaques pyramidales, appelées aussi chaîne de Ponzi, reposent principalement sur des promesses de profits inédits, entraînant un afflux de capitaux, qui entretiennent le « contrat » initial, jusqu'à l'explosion de la bulle spéculative ainsi créée, au bénéfice de l'initiateur de la chaîne."
pyramidales,FRA,"Pour eux, exit les organisations pyramidales."
pyramidales,FRA,"Les premières victimes auraient perçu leurs intérêts grâce à l'argent déposé par les victimes suivantes, sur le mode des escroqueries pyramidales dont l'Américain Bernard Madoff a été l'une des images emblématiques."
pyramidales,FRA,"avec toutes les combines pour “gagner” du fric grâce au net (en fait un esclavage nouveau, caché et pervers), les piètres combines pyramidales, les “parrainages” pour tenter d’obtenir des avantages n rétribution, le spam! ah mes amis, le spam qui a perverti toutes nos correspondances, qui aboutit au fait qu’on n’écrit plus du tout même lorsqu’il y a urgence!"
pyramidales,FRA,S'intéresser à des organisations moins pyramidales plus souples !
pythie,FRA,"Certaines équipes africaines sont accompagnées de sorciers qui vont bénir le ballon et maudire les buts adverses, entre autres petites gâteries, mais l’équipe d’Allemagne, elle, estsoutenue par une pythie d’un nouveau genre, Paul le poulpe, « L’oracle d’Oberhausen »."
pythie,FRA,"La Pythie raconte, en 23 dizains d'octosyllabes (ce qui fait quand même 230 vers et 1840 syllabes, un peu indigeste donc), un épisode de transe dans la vie de cette pauvre femme, la Pythie, qui était donc prêtresse et oracle au temple d'Apollon de Delphes (un très bel endroit, d'ailleurs -- dans un souci d'exactitude, j'aimerais souligner le fait qu'il y eut de nombreuses pythies et non pas une seule, mais par commodité (bouh) on parle toujours d'elles au singulier."
pythie,FRA,"Née en 1772, Marie-Anne Lenormand, fille d’un drapier d’Alençon, entre toute gamine à 1′Abbaye Royale des Dames bénédictines de sa ville natale où elle se fait remarquer, dès son plus jeune âge, par une ardente imagination et un curieux talent de « prophétesse » (terme dont la langue française possède de très riches synonymes : pythonisse, pythie, devineresse, sibylle, aruspice, cassandre, diseuse de bonne aventure, clairvoyante, vaticinatrice, extralucide…)."
pâlis,FRA,Fanés passés pâlis gisants là
pâtira,FRA,"La perte du AAA ne devrait pas provoquer une déflagration dans la campagne présidentielle, notamment en raison de sa technicité, estiment plusieurs politologues qui s'accordent cependant à penser que Nicolas Sarkozy pâtira au premier chef de cette dégradation financière."
pâtira,FRA,"Non, mon devoir de citoyen n’en pâtira pas."
pâturer,FRA,"Mais les premières victimes sont les éleveurs, qui ne peuvent pas faire pâturer leurs bêtes, et qui n'ont pas la possibilité de répercuter les surcoûts de nourriture dans leurs produits."
pâturer,FRA,1 500 brebis pourront ainsi pâturer durant les six mois de la période dite d'hiver.
pâturer,FRA,"Nous avons été effrayés, explique Mme Novi.Des bergers ont été virés avec leurs chèvres des collines où elles avaient l'habitude de pâturer."""
pâturer,FRA,"Un jour qu’il était avec ses bœufs, il les laissa pâturer dans un champ où il y avait de l’ajonc."
pâturer,FRA,"Il vaut mieux passer son existence dans une cage allongé sur ses propres excréments avant d’être abattu discrètement, pendu par un pied et égorgé, plutôt que de pâturer tranquillement et risquer de finir un jour dans un combat singulier au milieu d’une arène."
pèles,FRA,Tu te pèles ou pas encore ?
pécheresses,FRA,Sus aux pécheresses!
pécheresses,FRA,On y voit nos deux têtes pécheresses
pécore,FRA,"Poésie (copie et explication des mots difficiles de ""La Grenouille qui se veut faire aussi grosse que le Boeuf"").- Ces mots (nenni, point, pécore...) sont des mots qu'on n'emploie plus parce qu'il appartiennent au vieux français parlé à l'époque de La Fontaine.- Et toi maîtresse, tu as appris cette langue ?- Euh... cette langue, c'est du français !- Oui, mais tu l'as apprise ?- Alors, comment te dire ?"
pédalais,FRA,"Ah ok, je croyais que c'était un loader de Chrome qui me disait qu'il pédalais dans les galets !"
pédalait,FRA,"Le 26 novembre 2011, jour anniversaire de ses cent ans (!), Robert Marchand pédalait aimablement sur un home-trainer."
pédalait,FRA,Il était seul et pédalait sur le trottoir.
pédalos,FRA,"Samedi, le village sportif revient avec toujours autant d'activités au choix (surf mécanique, pédalos, marche nordique, escalade ) et quelques nouveautés."
pédalos,FRA,"Un chemin piétonnier autour des lacs dans le prolongement du Caminadour, un ponton avec accès handicapés pour les pêcheurs, une plage, des activités nautiques (pédalos, barques), une guinguette, un théâtre de verdure sur l'île centrale reliée par une passerelle : ce sont les grandes lignes du projet d'aménagement des lacs Bours-Bazet programmé par le Grand Tarbes."
pédalos,FRA,"Quant aux prix des barques, pédalos, kayaks et scooters des mers, ils ont flambé."
pédalos,FRA,"Le substitut du procureur de la République d'Annecy avait déclaré le 3 juillet dernier que ""la législation voudrait que (les gilets soient toujours) portés"" à bord des pédalos."
pédalos,FRA,"On peut y louer des bateaux, des pédalos, y casser la croûte, mais aussi y faire une balade à bord de la vedette de Nayptune Marne Croisières."
pédalos,FRA,"Pour conserver la quiétude du site, seul des pédalos et des barques à moteur électrique sont disponibles pour naviguer et pêcher."
pédalos,FRA,"Rappelons au passage qu'un mini-bassin de 60 mètres carrés et de 30 cm de profondeur accueille les enfants 3 à 7 ans, qui pourront faire des ronds dans l'eau à bord de petits pédalos."
pédalos,FRA,Une pique-nique party sur la plage aux pédalos en guise de fête de départ.
pédalos,FRA,"A deux pas de Patpong commence le Lumphini Park, le plus grand parc de Bangkok, avec étangs artificiels et pédalos en forme de canards."
pédoncules,FRA,Ses os saillent comme des pédoncules
péjoratifs,FRA,"Pendant ce temps, le simple fait de se poser ces questions et de tenter d’y voir clair à travers toute cette propagande et ces débats polarisés fait en sorte de nous stigmatiser et de nous faire traiter de toutes sortes de qualificatifs péjoratifs."
péjoratifs,FRA,"(Je vais presque revenir sur ma théorie évoquée ici qui dit que le sexisme vient également des femmes, qui, parfois, aiment bien rabaisser les autres femmes à un rôle d’objet sexuel quand elles n’ont pas la même dégaine qu’elles même, avec ce lien, ou on découvre qu’il existe trois types de “meufs”, tous trois péjoratifs, des “meufs” naïves, cruches et vaniteuses."
péjoratifs,FRA,"Candice présent Garfield et son assassin, Guiteau, sans ajouter des mots péjoratifs qui influencent la perception du lecteur."
péjoratifs,FRA,"Parmi eux, chaque représentant du grand cirque lycéen affublé des sobriquets péjoratifs de the brain (Anthony Michael Hall l’intello), the prom queen (Molly Ringwald habituée de Hughes, la fille populaire), the criminal (Judd Nelson, le rebelle), the basket case (Ally Sheedy la détraquée) et the athlete (Emilio Estevez, le sportif)."
péjoratifs,FRA,"De ce fait, les infractions étant très graves (accusation mensongère de tentative de meurtre pouvant conduire à la cour d’assises et à des années de prison plus procès verbaux contenant des éléments délibérément mensongers), elles justifiaient une critique sévère du ministère public, et donc des qualificatifs péjoratifs."
péjoratifs,FRA,"Il suffit d'aimer la ville, lou païs que l'on habite, et de passer outre les clichés péjoratifs :) cc"
pénarde,FRA,"Elle l’a redit sur TF1 lundi soir et ce matin, Benoît Hamon, le porte-parole du PS et l’un de ses principaux soutiens, brocardait se mardi matin sur BFM TV «la gauche gestionnaire, tranquille, pénarde, pépère qui attend que Sarkozy tombe comme un fruit mur pour s’installer à sa place»."
pénarde,FRA,» Mcdo time et soirée pénarde at home !
pénétrera,FRA,"Cette année, la calèche pénétrera dans la cour de la villa Navarre, comme on le faisait il y a 150 ans."
pénétrera,FRA,"Femmes du plus beau monde, banquières, avocates, médecins, businesswomen, épouses ou maîtresses de stars… On m’explique que, pour cette raison, le quidam mal attifé ne pénétrera jamais ici."
péquenauds,FRA,On s’indigne d‘être passés pour des péquenauds et on appelle le CSA ?
péquenauds,FRA,"Les Tribus en Tripolitaine considèrent les gens de la Cyrénaïque comme des péquenauds prenant le pouvoir et imposant leur nouveau drapeau (le drapeau de la Cyrénaïque , soit un rectangle noir avec un croissant d’Islam blanc, avec seulement deux bandes supplémentaires, une rouge pour le Fezzan et une verte pour la Tripolitaine."
périgourdine,FRA,"Mal en point, la lanterne rouge périgourdine, qui n'a pas oublié qu'elle avait été battue sur sa pelouse par le FCAG lors de la première journée, croit encore en ses chances."
périgourdine,FRA,"Pêchant dans la conservation du ballon, rendus fébriles par une équipe périgourdine joueuse de bout en bout, les Auscitains sont quand même allés chercher les ressources nécessaires pour revenir en fin de rencontre, alors que le dernier de la classe était en train de lui donner la leçon, après avoir renversé la tendance en seconde période."
périgourdine,FRA,"Le déploiement de 140 gendarmes le 7 juin dernier à Marsac, dans l’agglomération périgourdine, mais aussi en Charente et Charente-Maritime via la cellule Antique24 avait permis d’opérer un vaste coup de filet au sein de la communauté des gens du voyage."
périgourdine,FRA,Il s'était conclu sur un succès de la formation périgourdine (86-82) qui en avait alors profité pour prendre la tête du classement.
périgourdine,FRA,"Conduite avec l'IUT Génie chimique de Périgueux, l'Institut européen de la surveillance prédictive des machines de Lyon et le syndicat des déchets de la Dordogne, l'expérience périgourdine est appuyée par Roule ma frite 17 (RMF), association basée en Charente-Maritime qui milite pour la réduction de la voiture dans les transports et l'utilisation des huiles récupérées comme carburant alternatif."
périgourdine,FRA,"Comment la parisienne jusqu’au bout des ongles, 100% citadine, qu’est Lucie va-t-elle s’en sortir au fin fond de la campagne périgourdine ?"
périgourdine,FRA,"A l’époque mon cœur balançait entre NRJ et Skyrock, seules radios jeunes audibles depuis les tréfonds de la campagne périgourdine."
périgourdine,FRA,"Depuis notre installation dans le hameau il y a de cela 5 ans, jamais nous ne nous étions penchés sur la superbe périgourdine en vente derrière chez nous."
périgourdine,FRA,"Ce soir se termine la fabuleuse semaine périgourdine du Dîner Presque Parfait ... oui, je sais, ça devient une fixette ... mais pas d'inquiétude de ma part, je sais aussi que toi, Ô Lecteur/Lectrice assidu(e) de ce blog, connait ma position à l'égard de ce genre de programmes, où la médiocrité est reine et tente de devenir règle ... parce qu'aujourd'hui je fais une tarte aux pommes, je deviens un érudit de la cuisine, et m'autoproclame ""palais étalon"", du bon selon ma goule ... parce qu'on ne pouvait pas nous laisser tranquille, entre nous, vrais passionnés, avides de connaissances et d'expériences, malades capables de passer 15h en deux jours dans nos fourneaux pour concocter un dîner entre amis ..."
périgourdine,FRA,Petit diner du dimanche a la petite périgourdine.
périgourdine,FRA,"(Ouééé, le wifi de la livebox de ma loc de vacances périgourdine n'est pas protégé, j'ai même MàJ mes podcasts !)"
